Battery_ID,Cycles,Voltage_V,Current_A,Temperature_C,Internal_Resistance_mOhm,Capacity_Ah,SOH
B04565,172,3.83,1.78,20.6,34.0,48.66,98.37
B04566,822,3.97,3.4,36.8,63.2,41.98,81.41
B04567,888,3.97,0.85,44.5,68.5,40.74,79.79
B04568,186,3.71,1.48,38.8,41.7,47.49,93.96
B04569,1259,3.45,3.77,41.9,83.9,36.55,70.51
B04570,1397,4.2,1.8,36.3,83.8,35.8,70.01
B04571,1011,3.33,3.94,49.1,68.6,39.76,76.57
B04572,545,3.63,4.77,39.1,55.0,44.96,86.91
B04573,856,3.31,4.75,36.3,68.5,41.73,82.68
B04574,1284,3.98,0.74,35.4,76.7,36.88,70.86
B04575,428,3.71,2.84,34.7,49.5,45.72,91.1
B04576,343,3.78,0.68,38.8,41.5,47.42,92.24
B04577,223,3.74,4.95,22.4,41.5,47.74,97.68
B04578,1369,3.63,4.18,34.0,80.2,35.85,72.14
B04579,1115,3.95,4.12,28.4,78.0,39.29,77.81
B04580,1344,3.27,4.78,33.0,85.3,37.3,73.05
B04581,854,3.24,1.55,21.5,60.9,40.84,84.62
B04582,1598,3.35,3.58,43.0,92.7,33.72,65.72
B04583,460,3.54,1.56,31.3,51.3,44.87,88.79
B04584,459,3.47,0.63,43.3,44.7,46.12,88.8
B04585,851,3.72,4.29,47.0,68.6,41.58,81.35
B04586,455,3.75,3.44,24.6,45.6,46.2,89.53
B04587,1477,3.49,0.51,37.3,88.6,36.09,70.48
B04588,1639,3.32,3.23,24.1,96.3,32.74,69.24
B04589,5,3.57,1.16,35.7,33.5,50.87,97.18
B04590,884,3.54,0.55,41.8,64.3,40.94,80.78
B04591,1375,4.0,2.96,43.2,85.0,36.78,68.15
B04592,1192,4.08,2.33,37.5,77.0,38.06,74.2
B04593,699,3.79,4.5,38.9,60.6,42.56,85.75
B04594,514,4.16,1.31,20.8,54.9,44.67,91.69
B04595,509,3.71,3.27,48.5,50.3,44.61,87.02
B04596,1392,3.53,3.15,37.1,90.2,36.77,71.98
B04597,696,3.29,2.1,42.1,62.0,42.19,82.65
B04598,1260,3.3,1.53,47.2,80.9,38.32,69.94
B04599,971,3.56,2.26,39.7,68.8,40.74,77.71
B04600,854,4.11,3.04,42.1,62.4,41.82,81.58
B04601,368,3.91,1.54,27.0,42.2,46.46,91.52
B04602,1198,4.02,0.97,28.8,80.4,37.09,75.21
B04603,1360,3.37,0.5,47.6,87.9,36.68,70.69
B04604,562,3.32,3.15,33.5,56.5,44.03,86.53
B04605,1348,3.24,1.7,45.9,84.7,37.02,69.17
B04606,1875,4.01,1.18,32.9,101.5,32.01,62.67
B04607,874,3.62,1.11,27.2,64.7,41.57,83.3
B04608,1727,4.04,2.29,34.5,97.5,33.58,63.76
B04609,1874,4.1,3.83,46.7,109.2,31.01,59.93
B04610,32,3.96,0.66,28.0,34.7,49.1,97.52
B04611,1749,3.23,1.72,39.3,102.4,33.19,61.61
B04612,538,3.38,4.42,27.5,51.3,45.41,89.94
B04613,1799,3.27,2.23,43.0,106.9,31.93,62.4
B04614,573,3.36,3.3,46.4,48.0,45.05,83.82
B04615,609,3.99,2.52,44.0,50.9,43.49,83.17
B04616,1925,4.12,3.56,30.5,105.3,30.93,61.32
B04617,63,3.45,2.76,41.6,33.1,48.82,96.95
B04618,1006,4.06,2.46,28.3,71.3,40.63,79.34
B04619,1960,3.41,3.13,20.8,110.8,30.34,61.64
B04620,63,3.96,3.04,26.2,31.6,50.17,100.0
B04621,974,4.12,2.42,27.1,64.9,41.0,80.09
B04622,78,3.81,4.97,47.2,32.3,48.61,96.22
B04623,1322,3.27,4.46,20.7,78.3,36.85,72.92
B04624,1269,4.15,1.94,25.0,81.8,37.27,74.85
B04625,544,3.99,4.95,25.6,50.4,44.2,88.73
B04626,89,3.7,0.95,27.4,34.0,49.34,97.67
B04627,965,3.31,3.51,38.4,67.0,40.55,79.22
B04628,706,3.53,2.49,41.6,61.0,42.0,84.7
B04629,839,3.4,4.61,25.7,63.4,42.47,82.97
B04630,827,3.86,1.75,41.1,68.0,42.6,79.78
B04631,108,3.43,1.78,22.4,34.2,48.32,99.43
B04632,1767,3.77,0.97,30.4,104.6,32.03,64.37
B04633,1396,3.8,1.41,44.7,85.3,36.9,69.88
B04634,1621,3.92,3.85,32.2,91.0,32.95,68.33
B04635,394,3.84,1.49,42.4,41.1,46.01,90.34
B04636,1269,3.37,2.77,38.6,79.2,37.56,74.41
B04637,1561,3.32,1.03,22.7,97.4,33.4,69.56
B04638,1408,3.78,1.39,29.3,84.9,36.05,70.47
B04639,1506,3.78,0.8,20.6,94.6,35.04,69.26
B04640,1909,4.08,2.98,34.9,104.4,30.27,58.51
B04641,916,3.61,3.29,38.6,65.1,40.36,77.78
B04642,1902,4.04,3.2,42.7,109.2,30.28,60.71
B04643,997,3.76,4.26,33.4,74.7,39.9,77.85
B04644,639,3.81,3.25,29.4,54.1,43.22,85.79
B04645,1600,3.3,4.88,24.5,99.0,34.72,67.93
B04646,961,3.67,4.76,22.5,68.0,40.83,81.59
B04647,520,3.41,0.77,39.0,48.2,45.18,86.21
B04648,892,3.92,2.96,39.9,66.0,41.56,78.29
B04649,1691,3.63,3.86,49.0,96.0,33.54,63.91
B04650,278,3.82,4.78,41.6,41.0,48.17,92.37
B04651,282,3.56,4.35,20.4,42.4,47.95,94.19
B04652,283,3.46,0.58,28.0,41.1,47.41,93.52
B04653,1214,4.01,0.77,39.6,74.4,38.4,74.75
B04654,1578,3.34,2.17,43.4,97.1,33.47,67.46
B04655,1503,3.65,3.67,49.9,91.9,34.05,66.3
B04656,1768,3.96,0.69,32.8,101.0,33.28,64.08
B04657,1884,3.26,1.62,42.4,104.4,31.39,61.42
B04658,1701,3.9,4.41,22.3,99.7,32.84,65.44
B04659,1855,3.26,1.34,44.6,100.6,31.54,59.33
B04660,1493,4.19,2.51,41.3,91.9,35.81,66.34
B04661,482,3.71,0.56,27.1,51.0,45.36,90.25
B04662,1621,3.94,3.02,43.6,96.3,32.92,63.47
B04663,674,3.52,0.8,24.1,52.5,44.17,85.08
B04664,888,4.05,0.98,38.4,63.6,40.71,81.25
B04665,1878,3.7,4.48,44.1,100.4,32.1,58.27
B04666,1033,4.12,4.08,29.1,76.2,40.54,79.26
B04667,990,3.68,4.82,20.3,68.1,40.3,81.7
B04668,1186,3.5,4.19,44.0,82.1,37.63,73.31
B04669,58,3.85,1.71,23.1,34.1,50.0,98.6
B04670,1148,3.73,2.14,27.4,73.2,39.25,76.37
B04671,1969,4.11,0.94,46.3,104.2,30.23,58.98
B04672,876,3.94,1.65,27.0,61.3,40.28,82.38
B04673,979,3.69,1.11,25.8,68.8,40.71,79.31
B04674,1915,4.2,3.72,27.2,103.8,30.05,60.09
B04675,1480,3.63,1.5,48.2,85.1,35.46,66.41
B04676,86,3.58,4.4,28.0,30.4,48.76,97.08
B04677,256,4.13,4.52,20.4,43.7,46.6,95.33
B04678,1625,3.4,4.87,44.5,97.8,33.9,66.5
B04679,722,3.63,2.67,35.7,63.5,42.09,82.35
B04680,1757,4.1,4.88,27.2,102.2,32.75,64.28
B04681,469,3.66,0.57,27.4,45.4,45.57,89.07
B04682,192,3.94,0.91,41.4,42.2,47.76,91.95
B04683,1967,3.59,1.93,31.4,111.8,30.88,60.62
B04684,593,3.84,1.15,20.5,51.2,43.89,89.61
B04685,96,3.8,2.36,40.9,30.7,49.91,96.01
B04686,1475,3.66,3.48,48.2,93.1,35.89,68.64
B04687,1917,3.5,1.18,21.5,106.8,29.93,62.97
B04688,446,3.28,2.97,49.1,52.1,45.57,88.39
B04689,342,4.07,3.02,44.7,47.1,46.3,91.4
B04690,1,3.22,1.88,26.5,34.8,50.43,100.0
B04691,804,4.15,1.4,31.6,66.5,42.53,82.12
B04692,1790,4.16,2.95,32.5,97.9,32.48,62.91
B04693,1184,3.25,2.0,40.3,77.6,37.7,74.67
B04694,1748,3.27,1.22,47.6,97.9,33.15,61.0
B04695,1212,3.81,2.14,24.0,73.7,37.47,75.41
B04696,710,3.82,4.13,35.8,55.1,43.13,82.9
B04697,71,3.87,3.83,39.3,31.8,50.09,95.11
B04698,1041,3.96,4.32,34.7,70.9,38.61,77.81
B04699,1147,4.17,2.22,40.6,77.9,39.41,74.51
B04700,550,3.8,3.73,28.8,55.9,43.77,88.27
B04701,753,4.03,1.22,38.0,62.9,41.99,83.48
B04702,575,4.03,0.88,29.1,48.6,44.4,89.72
B04703,1598,3.62,4.15,25.6,95.7,34.79,67.9
B04704,1048,3.38,1.64,46.0,70.5,39.43,75.89
B04705,1846,3.77,2.81,43.0,105.2,32.35,59.12
B04706,1130,3.89,2.16,20.3,79.6,38.99,79.37
B04707,618,3.43,3.04,45.0,53.2,44.48,85.8
B04708,1638,3.53,2.48,21.1,99.5,34.44,66.54
B04709,1135,4.14,0.57,25.1,73.9,37.72,77.27
B04710,1588,3.34,0.55,30.1,98.0,34.05,68.5
B04711,1825,3.71,3.11,46.8,100.9,32.36,58.47
B04712,1549,3.23,0.82,40.8,90.8,35.35,67.77
B04713,396,3.59,0.86,25.4,47.4,46.13,90.88
B04714,1281,3.72,4.25,30.4,83.1,36.5,74.48
B04715,976,3.6,0.81,25.8,66.0,41.03,79.29
B04716,1622,3.24,4.11,42.9,91.7,34.72,66.46
B04717,462,3.7,3.66,33.0,47.6,45.96,91.28
B04718,1730,3.88,1.67,26.4,101.2,33.02,63.71
B04719,934,3.28,1.79,20.4,65.8,40.92,82.04
B04720,1152,3.47,1.54,23.1,77.0,38.15,78.01
B04721,1412,3.75,3.36,26.2,89.8,36.62,70.72
B04722,512,3.5,0.75,23.3,45.6,45.61,91.52
B04723,1038,3.39,1.73,20.5,67.2,39.69,81.74
B04724,1777,3.42,4.13,25.4,102.9,32.86,64.64
B04725,567,4.12,1.66,22.5,54.9,43.85,90.36
B04726,309,3.43,2.89,20.2,43.7,47.17,93.82
B04727,1330,4.11,4.18,26.7,83.8,36.44,74.31
B04728,1999,4.07,3.92,34.0,108.7,29.29,58.98
B04729,1943,4.2,3.98,25.1,103.6,31.37,59.66
B04730,642,4.16,3.88,40.1,54.6,42.84,84.68
B04731,1789,3.55,3.93,41.4,100.8,31.18,59.84
B04732,884,3.93,4.29,37.8,64.7,40.49,79.29
B04733,373,4.12,3.64,43.6,48.0,45.84,90.34
B04734,1473,3.88,3.35,27.1,86.4,35.1,68.54
B04735,1842,4.11,3.87,40.2,100.9,31.05,62.6
B04736,830,4.13,4.54,35.2,64.0,42.3,81.88
B04737,589,3.74,4.01,46.2,56.8,43.51,83.23
B04738,666,4.17,1.61,36.7,58.4,43.92,84.44
B04739,801,3.48,3.03,28.0,66.3,42.0,85.25
B04740,1123,3.97,4.36,40.2,70.3,39.07,77.24
B04741,546,4.11,1.36,46.1,47.8,45.36,85.07
B04742,173,3.6,1.31,26.3,39.4,48.52,95.5
B04743,328,3.61,4.44,46.0,44.8,47.27,89.27
B04744,18,3.38,3.99,49.8,28.4,50.63,96.02
B04745,1586,4.03,4.85,25.4,90.7,33.38,67.65
B04746,552,3.31,0.82,43.9,55.0,45.13,84.22
B04747,375,3.87,3.36,27.4,42.2,46.57,91.11
B04748,1039,3.61,2.2,23.6,70.4,38.92,80.29
B04749,1829,4.04,3.85,21.8,102.7,31.38,63.36
B04750,999,3.95,2.26,44.0,65.5,40.66,77.92
B04751,1719,3.83,3.52,36.3,95.0,32.56,62.33
B04752,1158,3.22,0.72,39.7,72.5,38.68,74.05
B04753,83,3.34,1.1,23.8,31.9,49.96,99.88
B04754,978,3.24,4.15,42.9,66.1,40.63,76.1
B04755,1927,3.56,4.77,25.1,107.3,31.56,62.54
B04756,1753,4.01,2.49,25.8,105.0,32.09,66.33
B04757,386,3.34,2.77,36.6,46.0,46.54,89.28
B04758,214,3.56,2.7,48.0,43.4,48.01,90.36
B04759,123,3.53,1.84,49.0,38.2,49.09,93.82
B04760,504,3.91,4.92,45.5,50.1,44.98,84.97
B04761,202,3.3,2.22,43.2,39.2,48.56,94.6
B04762,686,3.38,4.29,30.5,54.5,44.05,84.64
B04763,1340,3.96,4.4,33.2,83.8,36.54,73.59
B04764,1073,3.73,4.74,42.2,73.9,39.74,76.36
B04765,741,3.27,4.02,46.1,63.5,42.77,82.26
B04766,320,3.87,2.03,49.8,41.2,47.04,91.76
B04767,656,3.74,3.19,26.6,54.5,42.61,86.75
B04768,1043,3.66,2.44,28.0,70.1,40.29,80.47
B04769,1967,3.96,4.24,31.4,104.2,30.87,59.5
B04770,1852,3.88,3.73,36.8,107.2,31.98,60.75
B04771,805,3.4,0.72,25.9,62.8,42.05,82.02
B04772,927,3.57,1.96,49.4,72.0,40.51,77.76
B04773,1882,4.03,0.96,30.5,102.7,31.12,59.72
B04774,507,4.09,1.97,23.6,54.7,44.2,89.43
B04775,533,3.71,3.31,23.5,46.5,43.71,90.52
B04776,1464,3.25,4.61,26.3,91.7,35.88,70.66
B04777,1324,3.67,2.78,35.5,82.4,37.0,71.94
B04778,1608,4.13,1.95,29.1,93.2,34.77,67.98
B04779,1760,3.5,0.94,21.7,102.2,32.18,63.42
B04780,71,3.88,3.82,33.6,30.5,48.97,97.94
B04781,1763,4.08,1.33,22.5,100.6,32.33,65.65
B04782,1945,3.3,4.14,46.9,106.4,31.11,56.34
B04783,156,3.9,3.94,43.2,32.8,49.2,93.01
B04784,1063,3.2,4.76,43.4,77.3,39.1,74.92
B04785,658,3.6,3.1,49.9,51.6,43.24,81.47
B04786,248,4.04,4.13,36.4,37.6,46.53,92.77
B04787,53,4.17,3.98,30.7,33.8,49.21,98.72
B04788,813,3.23,0.75,20.4,64.8,42.81,84.91
B04789,996,3.95,3.01,44.3,70.4,40.41,76.3
B04790,1974,4.16,1.51,29.1,109.7,31.18,60.08
B04791,242,3.29,4.69,22.5,37.4,47.33,94.09
B04792,921,3.22,3.63,39.8,71.8,41.23,78.22
B04793,22,3.23,2.15,29.5,29.2,50.75,98.01
B04794,1431,3.9,4.64,22.8,90.1,35.28,71.22
B04795,680,3.92,1.91,36.3,54.5,43.53,84.73
B04796,461,3.94,3.42,28.3,51.0,46.37,90.79
B04797,73,4.2,0.79,47.5,31.4,48.93,94.65
B04798,480,3.33,0.7,43.7,47.7,44.5,88.67
B04799,915,3.39,1.52,36.0,69.2,39.97,81.47
B04800,144,3.92,1.15,36.4,33.8,49.23,96.81
B04801,1758,3.23,1.79,28.5,98.1,32.57,63.38
B04802,1458,3.9,3.41,27.9,88.3,35.83,70.31
B04803,1607,3.36,4.94,37.3,94.8,34.1,65.33
B04804,589,3.89,2.58,30.2,53.0,44.37,86.62
B04805,1690,3.74,4.72,23.1,95.4,32.31,64.6
B04806,1046,3.61,0.72,48.5,69.8,40.14,73.85
B04807,596,3.85,2.68,48.1,53.7,44.8,83.58
B04808,102,3.61,1.55,20.4,29.7,48.5,100.0
B04809,1680,4.12,1.19,34.6,102.2,33.18,66.59
B04810,1342,3.24,0.8,37.1,87.7,36.3,69.76
B04811,1041,3.54,1.11,28.4,68.4,40.09,76.98
B04812,368,3.54,3.67,23.6,41.3,45.75,93.77
B04813,339,3.46,1.42,22.6,46.9,47.09,94.78
B04814,190,3.28,3.94,26.1,33.6,48.94,94.05
B04815,52,4.07,2.03,28.9,35.2,48.82,96.55
B04816,1015,3.7,2.24,36.5,75.2,40.28,77.33
B04817,317,3.84,2.56,27.2,42.9,46.46,92.63
B04818,1066,3.81,4.53,43.2,72.2,39.86,76.74
B04819,1895,3.96,2.57,27.7,100.9,31.96,61.3
B04820,260,3.84,2.86,23.3,39.8,47.65,93.27
B04821,1743,3.9,0.89,20.4,103.0,33.06,65.93
B04822,671,3.76,0.51,30.9,53.9,43.66,83.8
B04823,1200,3.31,0.67,35.6,73.4,37.47,76.13
B04824,394,3.72,3.61,40.0,43.7,47.06,88.41
B04825,71,3.81,3.8,21.9,35.4,48.64,98.28
B04826,362,3.86,1.39,44.3,44.9,45.68,91.74
B04827,169,3.53,2.72,20.6,35.5,47.45,96.71
B04828,1130,3.74,3.11,20.8,78.4,38.17,78.71
B04829,294,3.51,3.42,49.1,43.6,47.29,90.72
B04830,1499,4.14,1.1,37.9,94.2,34.57,68.63
B04831,1150,3.35,4.44,30.1,74.8,39.21,78.07
B04832,1374,3.32,1.51,41.1,83.7,36.7,68.48
B04833,1568,3.77,4.38,21.9,89.3,34.89,71.08
B04834,1300,3.21,1.75,23.8,84.8,37.32,74.68
B04835,261,4.12,4.54,27.7,36.7,47.32,95.81
B04836,923,3.99,4.34,47.9,63.7,41.66,76.73
B04837,81,4.12,3.41,48.5,33.4,48.83,94.21
B04838,1065,3.31,3.4,20.7,73.1,39.63,78.8
B04839,639,4.13,2.36,42.2,58.0,43.89,83.0
B04840,409,3.39,4.59,35.3,47.3,46.83,90.63
B04841,1000,3.47,2.48,32.8,65.8,39.66,78.2
B04842,1676,3.95,4.14,32.7,95.3,33.12,65.49
B04843,356,4.07,3.19,22.8,48.6,45.51,91.81
B04844,1507,3.84,4.47,26.8,87.9,35.8,70.91
B04845,305,3.26,3.84,33.2,41.8,46.53,92.77
B04846,909,3.48,4.84,48.8,67.5,40.43,77.07
B04847,1231,3.41,2.69,44.7,78.0,37.33,73.15
B04848,923,3.3,4.24,43.0,64.2,40.52,78.09
B04849,140,3.46,2.6,30.7,39.0,48.26,94.45
B04850,1659,4.02,0.58,44.5,98.2,33.71,65.08
B04851,1857,3.52,4.64,28.0,101.0,32.25,61.14
B04852,1547,3.38,4.71,39.1,93.7,34.59,65.85
B04853,768,3.88,1.87,20.5,60.9,42.65,86.14
B04854,1080,3.58,1.57,22.9,73.5,40.02,78.14
B04855,275,3.35,3.78,28.3,40.2,46.43,92.54
B04856,396,3.86,3.0,23.1,43.2,45.45,91.69
B04857,1872,4.09,3.7,39.9,102.1,32.14,58.39
B04858,838,3.96,3.1,42.3,62.3,41.68,78.84
B04859,1229,3.65,5.0,29.3,78.3,38.71,75.33
B04860,802,4.1,2.37,39.8,62.3,42.63,83.5
B04861,59,3.6,4.87,31.3,32.3,48.81,97.01
B04862,1408,3.76,3.1,44.0,89.7,35.06,70.86
B04863,1175,4.18,0.54,34.5,80.9,38.09,76.95
B04864,712,4.11,2.63,41.1,58.9,42.27,81.39
B04865,762,3.86,4.04,48.0,64.2,41.86,79.98
B04866,647,3.37,3.93,21.8,56.4,44.5,86.74
B04867,347,4.09,1.44,49.8,45.9,46.88,87.73
B04868,1792,3.49,1.18,22.6,97.4,32.61,65.11
B04869,1422,4.16,4.99,47.8,91.3,34.9,68.99
B04870,1363,3.21,0.88,44.0,88.8,36.59,69.49
B04871,575,3.62,3.62,47.9,57.4,43.37,84.03
B04872,1271,3.3,0.67,49.4,79.2,36.81,69.67
B04873,1481,3.39,4.09,22.4,90.6,34.52,70.28
B04874,1179,3.39,1.63,20.5,77.9,37.39,78.49
B04875,129,3.77,0.63,44.4,33.4,48.77,95.64
B04876,1198,3.3,2.41,43.5,77.6,37.71,72.89
B04877,707,4.03,2.12,23.5,59.2,42.23,85.33
B04878,729,3.91,1.87,42.7,55.3,41.81,82.2
B04879,1556,3.28,4.14,35.1,97.2,34.75,67.58
B04880,1019,3.29,3.24,24.9,66.6,39.32,80.35
B04881,800,4.0,1.89,32.3,63.1,42.84,83.76
B04882,1568,3.33,3.44,46.3,91.3,33.52,65.18
B04883,82,3.85,4.17,27.8,31.8,49.94,97.05
B04884,1621,3.92,2.92,34.0,95.8,33.98,66.87
B04885,1488,3.37,4.08,29.4,91.4,34.24,70.46
B04886,51,3.24,1.69,45.2,30.0,49.45,94.3
B04887,358,3.47,3.59,27.3,46.6,46.08,91.1
B04888,1213,3.73,2.37,20.1,75.4,38.54,77.94
B04889,1845,3.7,0.6,38.9,107.6,32.22,59.79
B04890,743,4.17,0.88,41.5,64.6,43.11,83.41
B04891,164,3.37,0.57,38.1,41.2,47.54,92.97
B04892,623,3.84,2.06,21.0,51.6,43.56,87.57
B04893,1146,3.61,4.43,24.0,73.1,39.16,79.17
B04894,805,4.01,4.93,30.1,63.1,42.17,82.25
B04895,242,3.26,4.81,47.3,38.5,47.31,91.39
B04896,103,3.51,1.36,36.2,30.9,48.68,96.8
B04897,951,3.57,4.99,37.6,70.6,40.13,78.74
B04898,1307,3.3,4.42,42.7,78.7,37.85,71.02
B04899,972,3.73,2.43,46.7,65.2,39.38,75.49
B04900,652,4.1,4.41,34.9,58.8,43.27,85.14
B04901,1128,3.94,1.68,24.2,71.4,38.07,77.3
B04902,367,3.85,1.86,22.9,43.2,46.91,91.0
B04903,711,4.15,1.28,45.6,60.4,42.35,84.68
B04904,660,3.54,4.72,20.6,53.2,42.75,89.41
B04905,1859,3.89,0.5,23.6,106.3,31.51,63.89
B04906,530,3.72,4.05,23.8,54.5,44.27,91.55
B04907,937,4.12,4.83,27.8,66.4,39.69,81.83
B04908,1832,4.08,3.53,31.7,101.2,32.64,61.17
B04909,1277,4.07,1.48,21.7,80.9,36.92,73.84
B04910,194,3.97,1.38,32.2,41.9,47.7,96.5
B04911,1501,3.67,2.89,36.8,91.9,35.91,69.47
B04912,1901,3.67,4.17,39.0,103.9,31.84,60.65
B04913,235,3.56,3.86,49.3,39.9,48.59,90.17
B04914,1958,3.22,1.62,47.5,105.7,31.35,58.46
B04915,1531,3.23,1.12,39.7,95.5,33.92,68.07
B04916,360,3.23,2.46,34.7,43.3,47.14,93.26
B04917,72,3.34,3.7,24.7,37.3,49.96,99.64
B04918,251,3.99,3.12,26.4,41.7,47.48,93.15
B04919,782,3.51,0.81,28.8,61.4,41.79,84.16
B04920,251,3.78,2.94,29.7,42.8,48.06,95.89
B04921,1115,3.96,4.25,40.6,75.5,37.9,75.43
B04922,1178,3.69,2.28,31.6,78.3,37.26,76.31
B04923,984,3.7,1.35,20.7,71.2,40.46,79.19
B04924,1551,3.32,1.08,35.8,93.3,35.14,67.01
B04925,1790,3.57,1.09,21.0,99.2,32.26,65.81
B04926,24,3.3,4.25,46.2,33.8,48.88,95.31
B04927,1653,4.08,0.54,39.4,99.2,33.21,65.99
B04928,123,3.69,1.72,43.5,33.8,49.56,94.51
B04929,1800,3.85,4.08,29.4,97.4,32.47,61.83
B04930,1788,3.22,4.23,35.2,103.4,32.92,62.14
B04931,16,3.51,2.3,45.6,34.8,50.31,97.89
B04932,1125,3.28,0.64,21.3,71.6,39.0,79.12
B04933,1484,4.19,0.67,32.0,87.1,34.7,68.86
B04934,1608,3.77,2.74,43.6,94.1,34.32,66.9
B04935,735,3.84,3.72,32.4,54.5,42.24,83.61
B04936,1279,3.68,3.63,40.9,77.1,36.61,70.56
B04937,1202,4.03,3.66,50.0,78.2,37.29,71.18
B04938,1465,3.51,4.23,39.4,87.3,36.0,68.46
B04939,1621,3.96,4.97,22.8,98.9,34.19,68.19
B04940,315,3.54,3.75,36.4,42.0,46.34,90.65
B04941,78,3.21,1.12,40.5,28.5,49.24,95.76
B04942,1251,3.41,2.65,39.8,84.2,36.57,74.13
B04943,1248,3.87,0.83,30.5,82.4,37.27,73.93
B04944,1010,3.63,2.32,47.7,71.5,39.1,74.43
B04945,1521,4.11,0.85,30.8,90.5,34.27,67.44
B04946,372,3.29,0.86,30.1,49.2,45.53,93.05
B04947,1551,4.06,3.23,30.2,87.5,33.62,67.5
B04948,1226,3.36,4.54,26.1,77.2,37.4,76.54
B04949,1783,3.43,2.12,37.4,105.0,31.71,60.64
B04950,601,3.62,2.26,45.7,50.2,44.12,86.11
B04951,1993,3.22,3.83,21.0,113.2,29.47,62.1
B04952,1727,3.79,2.26,41.0,103.6,32.52,63.4
B04953,63,3.38,1.96,39.9,36.3,49.15,97.37
B04954,1654,3.83,2.09,44.1,93.7,32.67,64.77
B04955,1155,3.65,3.51,25.4,76.9,38.47,75.84
B04956,1733,3.8,1.67,39.9,101.3,32.46,62.99
B04957,1451,3.55,2.65,21.6,83.7,35.77,72.68
B04958,1898,4.03,4.29,24.2,106.6,31.81,63.97
B04959,1011,3.63,2.1,32.5,72.6,39.09,76.97
B04960,1752,3.81,4.29,26.0,104.8,32.93,65.43
B04961,489,3.98,4.89,30.4,46.4,44.53,90.07
B04962,1719,4.06,1.15,32.8,103.6,32.85,64.32
B04963,152,4.15,3.84,41.2,38.6,48.19,95.52
B04964,1567,3.65,3.61,49.8,87.9,33.73,64.15
B04965,506,3.67,4.58,42.6,53.4,44.74,85.78
B04966,222,4.08,1.51,27.5,35.1,47.2,94.12
B04967,1886,3.37,0.87,33.5,106.2,30.35,59.87
B04968,1467,3.47,3.01,24.6,88.8,34.55,70.63
B04969,539,3.82,2.78,27.2,49.1,44.77,90.53
B04970,598,4.19,1.02,27.4,55.4,44.1,86.31
B04971,1916,3.79,4.25,24.9,107.3,29.99,60.44
B04972,1046,4.04,1.14,24.5,70.5,38.65,79.04
B04973,20,4.08,4.71,35.7,33.1,49.15,97.88
B04974,735,3.37,4.25,22.6,59.4,43.49,85.01
B04975,822,3.35,2.47,49.0,66.6,41.8,79.13
B04976,874,3.64,0.61,21.8,64.4,41.41,84.04
B04977,1977,3.52,4.59,45.4,108.3,30.13,55.68
B04978,130,3.54,1.64,45.9,35.3,48.11,95.81
B04979,764,3.27,1.71,47.4,56.6,42.41,83.26
B04980,833,3.5,4.3,34.9,67.6,42.65,81.87
B04981,621,4.08,1.31,21.5,50.9,43.15,88.71
B04982,1877,4.12,1.43,35.3,105.6,31.04,59.69
B04983,1085,4.09,2.65,20.4,74.6,39.37,79.66
B04984,1385,3.84,0.62,42.0,82.3,35.26,68.76
B04985,66,3.32,3.6,35.4,30.2,49.9,95.9
B04986,26,3.61,1.5,39.5,30.3,49.0,95.86
B04987,215,3.44,1.64,31.7,39.2,48.16,93.34
B04988,59,3.3,0.66,41.2,29.5,49.37,97.06
B04989,470,3.75,2.71,35.7,50.7,44.5,89.35
B04990,457,3.79,0.98,41.9,46.0,46.12,87.98
B04991,1712,3.89,1.82,26.1,96.2,32.31,66.41
B04992,1038,3.6,2.29,39.3,69.0,39.27,76.74
B04993,1702,3.76,4.13,26.5,94.9,33.62,67.68
B04994,1535,3.96,2.72,27.7,87.6,35.22,69.48
B04995,1709,3.51,4.02,27.6,96.6,32.95,65.14
B04996,431,3.52,1.14,26.4,52.1,44.82,90.96
B04997,842,3.68,2.45,26.9,66.3,41.84,83.37
B04998,1981,3.35,3.18,49.9,109.4,29.61,55.39
B04999,682,3.37,5.0,25.3,56.0,42.67,85.03
B05000,1101,3.84,3.25,47.4,74.9,38.43,76.23
B05001,247,3.6,3.76,33.0,36.9,46.7,94.38
B05002,1092,3.37,1.72,49.0,76.6,38.52,73.98
B05003,1526,3.54,4.67,45.9,90.4,34.77,64.91
B05004,1813,3.72,2.74,38.3,101.1,32.29,61.65
B05005,1515,3.91,0.8,39.6,95.5,35.05,66.38
B05006,5,3.9,3.4,37.5,31.2,50.36,96.83
B05007,771,3.82,2.81,44.6,58.6,41.32,81.05
B05008,141,3.51,3.23,24.4,32.4,49.58,98.2
B05009,1632,3.48,2.27,48.6,97.2,32.84,65.41
B05010,1467,3.62,1.07,25.7,90.3,35.4,71.08
B05011,1403,3.69,4.27,32.5,84.2,36.48,72.43
B05012,1328,3.76,3.27,37.6,81.0,37.36,70.98
B05013,1800,3.78,4.28,23.6,98.0,31.06,63.96
B05014,1691,4.09,4.87,23.9,97.9,33.09,67.1
B05015,893,3.39,3.88,38.2,69.3,40.53,81.47
B05016,1760,3.52,3.39,29.6,98.1,32.88,64.35
B05017,1174,4.1,4.17,49.4,72.4,39.06,73.03
B05018,1405,4.09,4.71,25.3,90.7,35.46,73.82
B05019,596,3.4,1.55,21.2,55.6,44.68,90.13
B05020,1708,3.57,3.61,41.0,94.8,33.03,62.03
B05021,210,3.71,1.16,25.4,36.5,47.42,95.8
